Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
80,9449,3,4,26,11601,20,0,8.666666667,10.26320288,8760,0,2900.25,4128.319301,1230500.582,740.8191343,1574.833333,2680.775068,6938,1,7020,3510.0,4962.47539,7019,1,9368,3122.666667,3786.362679,7451,424,0,0,0,0,72,92,317.4939147,423.3252196,0,8760,1453.375,3113.952607,9696700.839,0,0,0,1,0,0,0,0,1,1661.0,8.666666667,2900.25,72,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,1
80,129843,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,184.8386128,30.80643546,43281.0,74530.32015,129341,90,129843,43281.0,74530.32015,129341,90,0,0.0,0.0,0,0,0,0,0,0,80,0,30.80643546,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,1
80,7987568,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,3.004669256,0.500778209,2662522.667,4611097.127,7986959,203,7987568,2662522.667,4611097.127,7986959,203,0,0.0,0.0,0,0,0,0,0,0,80,0,0.500778209,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,609.0,0.0,609,609,7986959.0,0.0,7986959,7986959,1
80,6130840,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,4.893293578,0.81554893,1532710.0,3063067.509,6127311,0,6130840,1532710.0,3063067.509,6127311,0,0,0.0,0.0,0,0,0,0,0,0,100,0,0.81554893,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,3529.0,0.0,3529,3529,6127311.0,0.0,6127311,6127311,1
53,23722,1,1,52,68,52,52,52.0,0.0,68,68,68.0,0.0,5058.595397,84.30992328,23722.0,0.0,23722,23722,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,42.15496164,42.15496164,52,68,57.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,86.0,52.0,68.0,20,0,0,0,0,0,0,1,52,1,68,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
80,141730,28,30,396,54608,396,0,14.14285714,74.83696566,2896,0,1820.266667,829.8586059,388090.0303,409.2288154,2486.491228,9408.250361,60763,0,141653,5246.407407,13544.00021,60831,0,80967,2791.965517,7456.091544,27547,48,0,0,0,0,904,968,197.5587384,211.6700769,0,2896,932.2711864,1084.773834,1176734.27,0,0,0,1,0,0,0,0,1,948.3448276,14.14285714,1820.266667,904,0,0,0,0,0,0,28,396,30,54608,29200,59,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0
52880,10790563,1,7,6,42,6,6,6.0,0.0,6,6,6.0,0.0,4.44833138,0.741388563,1541509.0,4067158.721,10800000,1,0,0.0,0.0,0,0,10800000,1795114.167,4394301.446,10800000,1,0,0,0,0,20,140,0.09267357,0.648714993,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,7,6.75,6.0,6.0,20,0,0,0,0,0,0,1,6,7,42,229,0,0,20,25619.0,0.0,25619,25619,10800000.0,0.0,10800000,10800000,0
80,80854011,8,4,56,11607,20,0,7.0,5.656854249,11595,0,2901.75,5795.50069,144.2476366,0.148415643,7350364.636,22200000.0,74000000,6,80600000,11500000.0,27700000.0,74000000,115,223429,74476.33333,128314.0874,222640,6,0,0,0,0,172,92,0.098943762,0.049471881,0,11595,897.6153846,3214.167532,10300000.0,0,0,0,0,1,0,0,0,0,972.4166667,7.0,2901.75,172,0,0,0,0,0,0,8,56,4,11607,256,229,6,20,622.0,0.0,622,622,40300000.0,47700000.0,74000000,6613225,1
56845,75559033,7,9,11607,62,4380,0,1658.142857,1762.272815,20,0,6.888888889,5.30199124,154.4355392,0.21175496,5037268.867,18100000.0,70400000,3,75600000,12600000.0,30000000.0,73800000,17,73800000,9230101.25,24700000.0,70400000,3,0,0,0,0,152,192,0.092642795,0.119112165,0,4380,686.7647059,1366.16267,1866400.441,0,0,0,0,1,1,0,0,1,729.6875,1658.142857,6.888888889,152,0,0,0,0,0,0,7,11607,9,62,229,256,5,20,3435902.0,0.0,3435902,3435902,70400000.0,0.0,70400000,70400000,0
53,202,2,2,64,204,32,32,32.0,0.0,102,102,102.0,0.0,1326732.673,19801.9802,67.33333333,75.87050371,151,3,3,3.0,0.0,3,3,48,48.0,0.0,48,48,0,0,0,0,80,80,9900.990099,9900.990099,32,102,60.0,38.34057903,1470.0,0,0,0,0,0,0,0,0,1,75.0,32.0,102.0,80,0,0,0,0,0,0,2,64,2,204,-1,-1,1,40,0.0,0.0,0,0,0.0,0.0,0,0,0
54175,71345914,5,9,12976,56,5840,0,2595.2,2976.615981,20,0,6.222222222,5.783117191,182.6593742,0.196227075,5488147.231,17100000.0,61700000,1,71300000,17800000.0,35300000.0,70800000,144,70800000,8849441.0,21600000.0,61700000,1,1,0,0,0,112,204,0.070081098,0.126145977,0,5840,960.4666667,2020.786334,4083577.41,0,1,0,0,1,1,0,0,1,1029.071429,2595.2,6.222222222,112,0,0,0,0,0,0,5,12976,9,56,229,256,3,20,42807.0,0.0,42807,42807,35400000.0,37300000.0,61700000,9032709,0
80,115674209,63,69,6202,111676,1339,0,98.44444444,323.5495065,2920,0,1618.492754,1040.619932,1019.051706,1.141135964,883009.229,2806749.189,10000000,1,116000000,1865713.048,3874343.679,10000000,3,111000000,1625903.662,3717761.686,10000000,1,0,0,0,0,1488,1524,0.544633074,0.59650289,0,2920,886.3007519,1090.624383,1189461.545,0,0,0,1,0,0,0,0,1,893.0151515,98.44444444,1618.492754,1488,0,0,0,0,0,0,63,6202,69,111676,8192,1369,48,20,49182.0,81464.48665,294782,23360,10000000.0,2093.508408,10000000,9999684,0
80,100164068,9,6,62,11607,20,0,6.888888889,5.30199124,5840,0,1934.5,2538.919278,116.4988626,0.149754301,7154576.286,25100000.0,94300000,1,99500000,12400000.0,33100000.0,94300000,1,664025,132805.0,296225.6209,662709,4,0,0,0,0,192,132,0.089852581,0.05990172,0,5840,729.6875,1754.344767,3077725.563,0,0,0,0,1,0,0,0,0,778.3333333,6.888888889,1934.5,192,0,0,0,0,0,0,9,62,6,11607,256,229,7,20,1006.0,0.0,1006,1006,49700000.0,63100000.0,94300000,5157889,1
80,1782428,3,5,26,11601,20,0,8.666666667,10.26320288,5840,0,2320.2,2436.833027,6523.124637,4.488259834,254632.5714,664411.6542,1761279,44,20659,10329.5,14349.31791,20476,183,1782384,445596.0,877175.3929,1761279,189,0,0,0,0,72,112,1.683097438,2.805162396,0,5840,1291.888889,2110.95076,4456113.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,1
53,23366,1,1,45,61,45,45,45.0,0.0,61,61,61.0,0.0,4536.506034,85.59445348,23366.0,0.0,23366,23366,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,42.79722674,42.79722674,45,61,50.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,75.5,45.0,61.0,32,0,0,0,0,0,0,1,45,1,61,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
14514,3313589,1,5,6,30,6,6,6.0,0.0,6,6,6.0,0.0,10.86435282,1.81072547,662717.8,1463076.503,3279906,1,0,0.0,0.0,0,0,3300947,825236.75,1636472.144,3279906,1,0,0,0,0,20,100,0.301787578,1.508937892,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,5,7.0,6.0,6.0,20,0,0,0,0,0,0,1,6,5,30,229,0,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
80,10207142,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,2.351294809,0.391882468,3402380.667,5892523.74,10200000,222,10200000,3402380.667,5892523.74,10200000,222,0,0.0,0.0,0,0,0,0,0,0,80,0,0.391882468,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,661.0,0.0,661,661,10200000.0,0.0,10200000,10200000,1
53,60096,4,4,176,328,44,44,44.0,0.0,82,82,82.0,0.0,8386.58147,133.1203408,8585.142857,14623.73911,31405,3,59923,19974.33333,34591.36403,59917,3,28688,9562.666667,16519.7379,28638,3,0,0,0,0,80,80,66.56017039,66.56017039,44,82,60.88888889,20.02775851,401.1111111,0,0,0,0,0,0,0,0,1,68.5,44.0,82.0,80,0,0,0,0,0,0,4,176,4,328,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,0
80,15863137,9,8,1788,760,586,0,198.6666667,290.5064543,246,0,95.0,124.5047331,160.6239674,1.071666972,991446.0625,2663885.529,9964034,55,11100000,1387818.375,3466875.109,9964034,74,15700000,2236000.714,3920339.387,10200000,689,0,0,0,0,200,172,0.567353103,0.504313869,0,586,141.5555556,223.6586744,50023.20261,0,0,0,1,0,0,0,0,0,149.8823529,198.6666667,95.0,200,0,0,0,0,0,0,9,1788,8,760,29200,142,8,20,890792.0,0.0,890792,890792,9964034.0,0.0,9964034,9964034,0
80,81089625,8,4,56,11601,20,0,7.0,5.656854249,8675,0,2900.25,4088.041942,143.7545185,0.147984406,7371784.091,21800000.0,72800000,1,80100000,11400000.0,27200000.0,72800000,1,974858,324952.6667,552957.514,963421,182,0,0,0,0,172,92,0.098656271,0.049328135,0,8675,897.1538462,2471.828063,6109933.974,0,0,0,0,1,0,0,0,0,971.9166667,7.0,2900.25,172,0,0,0,0,0,0,8,56,4,11601,256,229,6,20,3016.0,0.0,3016,3016,40100000.0,46400000.0,72800000,7280766,1
80,166369,3,4,26,11607,20,0,8.666666667,10.26320288,11595,0,2901.75,5795.50069,69922.88227,42.07514621,27728.16667,67581.19673,165677,4,676,338.0,390.3229432,614,62,166324,55441.33333,95467.42237,165677,4,0,0,0,0,72,92,18.03220552,24.04294069,0,11595,1454.125,4097.537534,16800000.0,0,0,0,1,0,0,0,0,1,1661.857143,8.666666667,2901.75,72,0,0,0,0,0,0,3,26,4,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,1
53,23535,1,1,50,78,50,50,50.0,0.0,78,78,78.0,0.0,5438.708307,84.97981729,23535.0,0.0,23535,23535,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,42.48990865,42.48990865,50,78,59.33333333,16.16580754,261.3333333,0,0,0,0,0,0,0,0,1,89.0,50.0,78.0,32,0,0,0,0,0,0,1,50,1,78,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
80,100032,3,6,26,11607,20,0,8.666666667,10.26320288,5840,0,1934.5,2538.919278,116292.7863,89.97120921,12504.0,35060.7789,99274,3,594,297.0,415.7787873,591,3,99957,19991.4,44320.95752,99274,4,0,0,0,0,72,132,29.99040307,59.98080614,0,5840,1163.3,2138.329153,4572451.567,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,1
80,3152067,3,1,12,0,6,0,4.0,3.464101615,0,0,0.0,0.0,3.807025676,1.269008559,1050689.0,1787656.203,3114785,54,3152067,1576033.5,2176123.24,3114785,37282,0,0.0,0.0,0,0,0,0,0,0,72,32,0.951756419,0.31725214,0,6,2.4,3.286335345,10.8,0,0,0,1,0,0,0,0,0,3.0,4.0,0.0,72,0,0,0,0,0,0,3,12,1,0,8192,29200,2,20,0.0,0.0,0,0,0.0,0.0,0,0,0
80,35962,2,4,20,11601,20,0,10.0,14.14213562,5840,0,2900.25,3345.636997,323146.6548,166.8427785,7192.4,15510.05024,34936,85,35021,35021.0,0.0,35021,35021,35877,11959.0,20088.19989,35154,189,0,0,0,0,52,92,55.6142595,111.228519,0,5840,1660.142857,2826.468375,7988923.476,0,0,0,1,0,0,0,0,2,1936.833333,10.0,2900.25,52,0,0,0,0,0,0,2,20,4,11601,8192,229,1,20,0.0,0.0,0,0,0.0,0.0,0,0,1
80,82595007,8,5,56,11601,20,0,7.0,5.656854249,8760,0,2320.2,3668.897,141.1344393,0.157394502,6882917.25,23300000.0,80800000,1,82600000,11800000.0,30400000.0,80800000,1,58187,14546.75,18627.94686,39299,177,0,0,0,0,172,112,0.096858155,0.060536347,0,8760,833.0714286,2337.724089,5464953.918,0,0,0,0,1,0,0,0,0,897.1538462,7.0,2320.2,172,0,0,0,0,0,0,8,56,5,11601,256,229,6,20,1743979.0,0.0,1743979,1743979,80800000.0,0.0,80800000,80800000,1
80,3211536,3,1,12,0,6,0,4.0,3.464101615,0,0,0.0,0.0,3.73652981,1.245509937,1070512.0,1822221.288,3174524,52,3211536,1605768.0,2218556.011,3174524,37012,0,0.0,0.0,0,0,0,0,0,0,72,32,0.934132453,0.311377484,0,6,2.4,3.286335345,10.8,0,0,0,1,0,0,0,0,0,3.0,4.0,0.0,72,0,0,0,0,0,0,3,12,1,0,8192,29200,2,20,0.0,0.0,0,0,0.0,0.0,0,0,0
80,48,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,250000.0,41666.66667,48.0,0.0,48,48,48,48.0,0.0,48,48,0,0.0,0.0,0,0,0,0,0,0,40,0,41666.66667,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,16355,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
53,41033,1,1,44,76,44,44,44.0,0.0,76,76,76.0,0.0,2924.475422,48.74125704,41033.0,0.0,41033,41033,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,32,24.37062852,24.37062852,44,76,54.66666667,18.47520861,341.3333333,0,0,0,0,0,0,0,0,1,82.0,44.0,76.0,40,0,0,0,0,0,0,1,44,1,76,-1,-1,0,40,0.0,0.0,0,0,0.0,0.0,0,0,0
80,20741,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,578.5641965,96.42736609,20741.0,0.0,20741,20741,20741,20741.0,0.0,20741,20741,0,0.0,0.0,0,0,0,0,0,0,40,0,96.42736609,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,253,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
80,3981896,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,7.534099334,1.255683222,995474.0,1988287.057,3977904,4,3981896,995474.0,1988287.057,3977904,4,0,0.0,0.0,0,0,0,0,0,0,100,0,1.255683222,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0.0,0.0,0,0,0.0,0.0,0,0,1
50568,2583834,1,6,6,36,6,6,6.0,0.0,6,6,6.0,0.0,16.25491421,2.709152368,430639.0,1043936.423,2561507,1,0,0.0,0.0,0,0,2563966,512793.2,1145266.006,2561507,1,0,0,0,0,20,120,0.387021767,2.322130601,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,6,6.857142857,6.0,6.0,20,0,0,0,0,0,0,1,6,6,36,229,0,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
80,1886422,3,6,26,11607,20,0,8.666666667,10.26320288,4380,0,1934.5,2177.344966,6166.70077,4.770936726,235802.75,665792.2298,1883554,16,1769,884.5,721.9560236,1395,374,1886374,377274.8,842035.9927,1883554,16,0,0,0,0,72,132,1.590312242,3.180624484,0,4380,1163.3,1903.962654,3625073.789,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,1
80,99104403,8,4,56,11601,20,0,7.0,5.656854249,8760,0,2900.25,4128.319301,117.6234319,0.121084429,9009491.182,26900000.0,89600000,1,98700000,14100000.0,33400000.0,89600000,1,432149,144049.6667,238772.1118,419682,556,0,0,0,0,172,92,0.080722952,0.040361476,0,8760,897.1538462,2488.507044,6192667.308,0,0,0,0,1,0,0,0,0,971.9166667,7.0,2900.25,172,0,0,0,0,0,0,8,56,4,11601,256,229,6,20,2956.0,0.0,2956,2956,49300000.0,56900000.0,89600000,9117938,1
40068,43420,1,5,6,30,6,6,6.0,0.0,6,6,6.0,0.0,829.1110088,138.1851681,8684.0,8772.409874,17725,1,0,0.0,0.0,0,0,26063,6515.75,8441.850878,17725,1,0,0,0,0,20,100,23.03086135,115.1543068,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,5,7.0,6.0,6.0,20,0,0,0,0,0,0,1,6,5,30,229,0,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
80,116302347,18,15,944,1498,427,0,52.44444444,136.2718832,746,0,99.86666667,262.3339929,20.99699673,0.283743199,3634448.344,4773301.97,10000000,60,116000000,6841314.529,4621917.265,10100000,419,111000000,7915175.857,4224333.31,10100000,20635,0,0,0,0,372,444,0.154769018,0.128974181,0,746,71.82352941,198.6982592,39480.99822,0,0,0,1,0,0,0,0,0,74.0,52.44444444,99.86666667,372,0,0,0,0,0,0,18,944,15,1498,8192,351,17,20,77491.90909,124272.516,450979,36624,9996389.909,15307.771,10000000,9950667,0
80,151849,3,4,26,11607,20,0,8.666666667,10.26320288,11595,0,2901.75,5795.50069,76608.99973,46.09842673,25308.16667,61610.46536,151069,6,744,372.0,456.7909806,695,49,151801,50600.33333,87009.16237,151069,6,0,0,0,0,72,92,19.7564686,26.34195813,0,11595,1454.125,4097.537534,16800000.0,0,0,0,1,0,0,0,0,1,1661.857143,8.666666667,2901.75,72,0,0,0,0,0,0,3,26,4,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,1
60195,79448497,5,9,11607,62,8675,0,2321.4,3769.536019,20,0,6.888888889,5.30199124,146.8750252,0.176214787,6111422.846,18900000.0,68400000,0,79400000,19900000.0,39000000.0,78300000,173,78300000,9793320.875,23900000.0,68400000,0,0,0,0,0,112,192,0.062933853,0.113280935,0,8675,778.3333333,2309.850696,5335410.238,0,0,0,0,1,1,0,0,1,833.9285714,2321.4,6.888888889,112,0,0,0,0,0,0,5,11607,9,62,229,256,3,20,40518.0,0.0,40518,40518,39100000.0,41400000.0,68400000,9863975,0
80,767351,3,6,26,11601,20,0,8.666666667,10.26320288,4380,0,1933.5,1757.789948,15152.12725,11.72866133,95918.875,257133.5455,731586,15,35077,17538.5,24572.66775,34914,163,767202,153440.4,323543.6403,731586,15,0,0,0,0,72,132,3.909553777,7.819107553,0,4380,1162.7,1645.241762,2706820.456,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,1
80,88604984,9,4,62,11607,20,0,6.888888889,5.30199124,11595,0,2901.75,5795.50069,131.6968806,0.146718609,7383748.667,22400000.0,77900000,1,87400000,10900000.0,27300000.0,77900000,1,1221107,407035.6667,704318.0732,1220312,7,0,0,0,0,192,92,0.101574422,0.045144187,0,11595,833.9285714,3097.25274,9592974.533,0,0,0,0,1,0,0,0,0,898.0769231,6.888888889,2901.75,192,0,0,0,0,0,0,9,62,4,11607,256,229,7,20,7.0,0.0,7,7,43700000.0,48400000.0,77900000,9496330,1
80,395316,3,6,26,11607,20,0,8.666666667,10.26320288,5840,0,1934.5,2538.919278,29427.09124,22.76659685,49414.5,139323.1262,394221,3,934,467.0,557.2001436,861,73,395270,79054.0,176184.1549,394221,3,0,0,0,0,72,132,7.588865616,15.17773123,0,5840,1163.3,2138.329153,4572451.567,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,1
80,654665,3,6,26,11607,20,0,8.666666667,10.26320288,5840,0,1934.5,2538.919278,17769.39351,13.74748917,81833.125,230960.5791,653431,2,1057,528.5,615.8900064,964,93,654537,130907.4,292099.8775,653431,2,0,0,0,0,72,132,4.582496391,9.164992783,0,5840,1163.3,2138.329153,4572451.567,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,1
80,546425,3,4,26,11601,20,0,8.666666667,10.26320288,8760,0,2900.25,4128.319301,21278.30901,12.81054125,91070.83333,214249.2885,528160,3,18012,9006.0,12732.1647,18009,3,546420,182140.0,299795.6157,528160,184,0,0,0,0,72,92,5.490231962,7.320309283,0,8760,1453.375,3113.952607,9696700.839,0,0,0,1,0,0,0,0,1,1661.0,8.666666667,2900.25,72,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,1
64608,7798340,1,5,6,30,6,6,6.0,0.0,6,6,6.0,0.0,4.616367073,0.769394512,1559668.0,3470347.991,7767590,2,0,0.0,0.0,0,0,7773860,1943465.0,3882750.656,7767590,2,0,0,0,0,20,100,0.128232419,0.641162093,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,5,7.0,6.0,6.0,20,0,0,0,0,0,0,1,6,5,30,229,0,0,20,30750.0,0.0,30750,30750,7767590.0,0.0,7767590,7767590,0
52662,7982059,1,5,1375,24,1375,1375,1375.0,0.0,6,0,4.8,2.683281573,175.2680605,0.751685749,1596411.8,3561714.633,7967798,3,0,0.0,0.0,0,0,7976812,1994203.0,3982398.261,7967798,3,1,0,0,0,20,112,0.125280958,0.626404791,0,1375,396.2857143,668.5927296,447016.2381,0,1,0,0,1,1,0,0,5,462.3333333,1375.0,4.8,20,0,0,0,0,0,0,1,1375,5,24,229,0,0,20,14261.0,0.0,14261,14261,7967798.0,0.0,7967798,7967798,0
53,30760,2,2,66,122,33,33,33.0,0.0,61,61,61.0,0.0,6111.83355,130.0390117,10253.33333,17753.23211,30753,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,40,40,65.01950585,65.01950585,33,61,44.2,15.33623161,235.2,0,0,0,0,0,0,0,0,1,55.25,33.0,61.0,40,0,0,0,0,0,0,2,66,2,122,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
80,9633455,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,3.11414752,0.519024587,2408363.75,4815395.523,9631457,0,9633455,2408363.75,4815395.523,9631457,0,0,0.0,0.0,0,0,0,0,0,0,100,0,0.519024587,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,1998.0,0.0,1998,1998,9631457.0,0.0,9631457,9631457,1
31186,4756545,1,6,6,36,6,6,6.0,0.0,6,6,6.0,0.0,8.829938537,1.471656423,792757.5,1936418.717,4745451,1,0,0.0,0.0,0,0,4752905,950581.0,2121399.274,4745451,1,0,0,0,0,20,120,0.210236632,1.261419791,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,6,6.857142857,6.0,6.0,20,0,0,0,0,0,0,1,6,6,36,229,0,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
443,112401624,59,67,2951,108659,343,0,50.01694915,108.9594185,4380,0,1621.776119,1179.360662,992.9571836,1.120980245,899212.992,2709190.234,10000000,0,112000000,1931782.103,3880560.589,10400000,3,112000000,1697718.485,3754346.4,11400000,8,0,0,0,0,1192,1472,0.524903448,0.596076797,0,4380,878.8188976,1164.183149,1355322.403,0,0,0,1,0,0,0,0,1,885.7936508,50.01694915,1621.776119,1192,0,0,0,0,0,0,59,2951,67,108659,8192,72,58,20,1208002.0,2371478.597,7897903,351462,9996334.2,16779.97401,10000000,9949830,0
80,1700144,3,4,26,11607,20,0,8.666666667,10.26320288,11595,0,2901.75,5795.50069,6842.361588,4.117298299,283357.3333,693634.1456,1699232,5,858,429.0,469.5189027,761,97,1700094,566698.0,980803.3072,1699232,5,0,0,0,0,72,92,1.764556414,2.352741885,0,11595,1454.125,4097.537534,16800000.0,0,0,0,1,0,0,0,0,1,1661.857143,8.666666667,2901.75,72,0,0,0,0,0,0,3,26,4,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,1
17715,6656062,1,5,6,30,6,6,6.0,0.0,6,6,6.0,0.0,5.408603466,0.901433911,1331212.4,2960341.015,6626807,2,0,0.0,0.0,0,0,6648827,1662206.75,3309749.765,6626807,2,0,0,0,0,20,100,0.150238985,0.751194926,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,5,7.0,6.0,6.0,20,0,0,0,0,0,0,1,6,5,30,229,0,0,20,29255.0,0.0,29255,29255,6626807.0,0.0,6626807,6626807,0
53,206,2,2,72,208,36,36,36.0,0.0,104,104,104.0,0.0,1359223.301,19417.47573,68.66666667,34.93326972,109,48,49,49.0,0.0,49,49,48,48.0,0.0,48,48,0,0,0,0,40,40,9708.737864,9708.737864,36,104,63.2,37.24513391,1387.2,0,0,0,0,0,0,0,0,1,79.0,36.0,104.0,40,0,0,0,0,0,0,2,72,2,208,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
80,35962,3,5,26,11607,20,0,8.666666667,10.26320288,5840,0,2321.4,3173.373883,323480.3404,222.457038,5137.428571,13287.48307,35269,4,485,242.5,273.6503243,436,49,35930,8982.5,17525.57351,35269,4,0,0,0,0,72,112,83.42138924,139.0356487,0,5840,1292.555556,2554.159212,6523729.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,1
